epoch,train_loss,val_loss,mAP_0.5,mAP_0.75,mAP_0.5_0.95,learning_rate,router_loss,expert_0_usage,expert_1_usage,expert_2_usage,expert_3_usage,expert_4_usage,expert_5_usage
1,27.337462002717995,2.5944426879286766,0.0,0.0,0.0,3.3400000000000005e-05,3.0535456349578083,0.18225126957539017,0.15372397702799712,0.1617635798037808,0.15386269974209674,0.20486792427747202,0.14353054957326314
2,19.842502569850488,2.1933253183960915,0.0,0.0,0.0,6.670000000000001e-05,3.099195118191876,0.1617993300732506,0.16879476883582636,0.15126875906837112,0.16931868215046061,0.21760012920929667,0.13121833066279465
3,17.61137054539934,2.0840896405279636,0.0,0.0,0.0,0.0001,3.142299519309515,0.14373551091559833,0.18173890842951904,0.1699843142516684,0.14980868019282928,0.2099886962512872,0.1447438899590978
4,15.67668872543528,1.936659637838602,0.0,0.0,0.0,9.99938933078422e-05,3.1247032081024555,0.13396591325985358,0.17940938382275534,0.17883974287400506,0.1523772590241335,0.18792787871054184,0.1674798223087107
5,14.751437645924243,1.7953294515609741,0.0,0.0,0.0,9.997557473810371e-05,3.102098265780678,0.14063905940292867,0.18606263869275771,0.17988303910989004,0.15152780846496805,0.17458863154344292,0.16729882278601263
6,14.080691892889481,1.680249810218811,0.0,0.0,0.0,9.994504881061753e-05,3.095508527152146,0.14204719734691937,0.18407229815735726,0.1794962844687266,0.1461341882314969,0.1759214282431677,0.17232860355233218
7,13.623533924923667,1.6047815047204494,0.0,0.0,0.0,9.990232305719945e-05,3.084663532957246,0.1445174706325559,0.1815268448833864,0.17806641762132264,0.14496135355662865,0.17355909288417412,0.17736882042193225
8,13.537720245651052,1.7803400084376335,0.0,0.0,0.0,9.984740801978984e-05,3.073782884621922,0.14777002047926807,0.18230491502433577,0.1727289954520067,0.1388753025346419,0.17432318678688263,0.18399757972286496
9,13.64584499069407,1.666482225060463,0.0,0.0,0.0,9.978031724785246e-05,3.0673025710673274,0.15483018990213235,0.1819029711985839,0.17125955859149633,0.13445107892418895,0.17449396707711368,0.1830622343064848
10,12.877419435525242,1.5802387334406376,0.0,0.0,0.0,9.97010672950314e-05,3.0465035438537598,0.15049957764564575,0.17200999447854132,0.17596218598698468,0.14896993943417283,0.17443347865727488,0.17812482379738054
11,12.191191588776022,1.432110220193863,0.0,0.0,0.0,9.960967771506666e-05,3.0355888076975375,0.14804532726785735,0.16984639961071682,0.18026776824844976,0.15676438229572504,0.17077712310333826,0.1742989994739128
12,11.590026010440875,1.3331931680440903,0.0,0.0,0.0,9.950617105696959e-05,3.0197148805932152,0.15497390977066827,0.17012579446187703,0.17325892766705156,0.15906496861602368,0.1765442627617686,0.16603213672261086
