epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,1459.14,0.72229,0.41933,0.82737,0.82198,0.76405,0.81656,0.56479,0.96142,0.54211,0.84734,0.00612981,0.00612981,0.00612981
88,1475.55,0.72355,0.41921,0.82703,0.83099,0.75485,0.82037,0.57439,0.92994,0.53923,0.8433,0.0060538,0.0060538,0.0060538
89,1492.05,0.72114,0.41698,0.82722,0.80328,0.77856,0.81619,0.56978,0.93886,0.54334,0.84394,0.00597754,0.00597754,0.00597754
90,1508.39,0.72282,0.41773,0.82637,0.83242,0.77227,0.827,0.57859,0.9289,0.52534,0.8429,0.00590105,0.00590105,0.00590105
91,1524.84,0.71923,0.41582,0.82555,0.80196,0.78028,0.82053,0.57353,0.93465,0.53581,0.84419,0.00582435,0.00582435,0.00582435
92,1541.4,0.71359,0.41275,0.82618,0.82354,0.77254,0.82213,0.57223,0.94269,0.53407,0.84489,0.00574746,0.00574746,0.00574746
93,1557.67,0.71612,0.41506,0.82675,0.82525,0.76919,0.82267,0.57397,0.94349,0.53213,0.84393,0.0056704,0.0056704,0.0056704
94,1574.19,0.71792,0.41356,0.826,0.8194,0.7734,0.82005,0.57016,0.94236,0.5336,0.84412,0.00559318,0.00559318,0.00559318
95,1590.54,0.71406,0.40948,0.82491,0.81191,0.77942,0.82343,0.57375,0.93307,0.53182,0.84356,0.00551584,0.00551584,0.00551584
96,1606.87,0.71206,0.40815,0.82532,0.80653,0.77859,0.81972,0.57011,0.94495,0.54001,0.84471,0.00543837,0.00543837,0.00543837
97,1623.21,0.70873,0.40833,0.82569,0.80906,0.76636,0.81191,0.55641,0.9736,0.5512,0.84839,0.00536081,0.00536081,0.00536081
98,1639.71,0.71313,0.40982,0.82475,0.82371,0.75863,0.81377,0.561,0.96364,0.54148,0.84679,0.00528318,0.00528318,0.00528318
99,1656.07,0.70873,0.40713,0.82585,0.82204,0.76777,0.82102,0.56733,0.94724,0.53142,0.84413,0.00520548,0.00520548,0.00520548
100,1672.57,0.70826,0.40528,0.8237,0.83835,0.76067,0.8247,0.57338,0.93696,0.52724,0.8426,0.00512775,0.00512775,0.00512775
101,1688.79,0.70534,0.40563,0.82381,0.83171,0.76723,0.82346,0.5729,0.94345,0.52699,0.84387,0.00505,0.00505,0.00505
102,1705.15,0.70829,0.40592,0.82571,0.83086,0.75901,0.81481,0.56534,0.94204,0.53535,0.84446,0.00497225,0.00497225,0.00497225
