epoch,train_loss,val_loss,mAP_0.5,mAP_0.75,mAP_0.5_0.95,learning_rate
1,32.064830369587185,3.350101910531521,0.0,0.0,0.0,3.3400000000000005e-05
2,22.907173591324046,2.3839478194713593,0.0,0.0,0.0,6.670000000000001e-05
3,18.038485032093675,2.147709008306265,0.0,0.0,0.0,0.0001
4,16.16380639619465,2.0598828345537186,0.0,0.0,0.0,9.99938933078422e-05
5,15.230234508272968,1.9809369295835495,0.0,0.0,0.0,9.997557473810371e-05
6,14.810381997989703,1.7969585098326206,0.0,0.0,0.0,9.994504881061753e-05
7,14.326774717886236,1.7883241884410381,0.0,0.0,0.0,9.990232305719945e-05
8,13.50345432909229,1.62297847494483,0.0,0.0,0.0,9.984740801978984e-05
9,13.183605399312853,1.592977948486805,0.0,0.0,0.0,9.978031724785246e-05
10,12.913220309003998,1.5593706220388412,0.0,0.0,0.0,9.97010672950314e-05
11,12.663634107082705,1.4900894723832607,0.0,0.0,0.0,9.960967771506666e-05
12,12.432874993432927,1.476169228553772,0.0,0.0,0.0,9.950617105696959e-05
13,12.266317548631113,1.4491163305938244,0.0,0.0,0.0,9.939057285945931e-05
14,12.06614623492277,1.4303142204880714,0.0,0.0,0.0,9.92629116446613e-05
15,11.905831795704517,1.3966310024261475,0.0,0.0,0.0,9.912321891107009e-05
16,11.788487917260278,1.407042857259512,0.0,0.0,0.0,9.89715291257774e-05
17,11.742009005969084,1.3740124888718128,0.0,0.0,0.0,9.880787971596799e-05
18,11.717029994047142,1.3850862011313438,0.0,0.0,0.0,9.863231105968498e-05
19,11.829311624357972,1.3753939718008041,0.0,0.0,0.0,9.844486647586723e-05
20,11.737068997153752,1.3583762496709824,0.0,0.0,0.0,9.824559221366101e-05
21,11.610312824007831,1.3537775985896587,0.0,0.0,0.0,9.803453744100869e-05
22,11.567731615863268,1.326563011854887,0.0,0.0,0.0,9.781175423251735e-05
23,11.416261564327192,1.3115434423089027,0.0,0.0,0.0,9.757729755661011e-05
24,11.198807185209251,1.3430709689855576,0.0,0.0,0.0,9.73312252619635e-05
25,11.342778350733504,1.330510500818491,0.0,0.0,0.0,9.707359806323416e-05
26,11.35685958137995,1.3515837416052818,0.0,0.0,0.0,9.680447952607844e-05
27,11.367166362231291,1.341021690517664,0.0,0.0,0.0,9.652393605146843e-05
28,10.590971367268622,1.209854032844305,0.0,0.0,0.0,9.623203685930868e-05
29,9.744514948205103,1.0691286865621805,0.0,0.0,0.0,9.592885397135704e-05
30,9.173252166072025,1.0275965724140406,0.0,0.0,0.0,9.561446219345451e-05
31,8.88990547083601,0.9990555588155985,0.7094456081797174,0.5711309113172096,0.5023640555627292,9.528893909706794e-05
32,8.679643292970296,0.9773083291947842,0.7274783253606296,0.5896597523091891,0.5187200327691929,9.495236500015045e-05
33,8.531063236767732,0.9625388290733099,0.742336439515373,0.603803750856712,0.5303673305465303,9.460482294732418e-05
34,8.388632146618034,0.9472555350512266,0.7549730926680578,0.6142133838179895,0.5404513756148935,9.424639868939032e-05
35,8.286157451098479,0.9401981346309185,0.7628071612537851,0.621209852208137,0.5465856139402265,9.387718066217123e-05
36,8.187249165547046,0.9261600002646446,0.7681088655501473,0.6297837644583016,0.5527967253058744,9.349725996469046e-05
37,8.079045048242882,0.920961681753397,0.7722790004101129,0.6339786609799064,0.5573307960143499,9.31067303366952e-05
38,8.008267203463785,0.920380899682641,0.7806742290357759,0.6403045403500637,0.5628609166852777,9.270568813552755e-05
39,7.92071764378608,0.911523723974824,0.7848338439356346,0.6444685169519456,0.566836792581105,9.229423231234973e-05
40,7.903893857062617,0.907079579308629,0.793193711297667,0.6511759952773801,0.5740630295310782,9.187246438772937e-05
41,7.801878053930741,0.9000403564423323,0.7961792445959471,0.6539584424392122,0.5761476078984292,9.144048842659079e-05
42,7.728547790382482,0.8977975994348526,0.799631395916918,0.6600441494631094,0.5798979126104127,9.099841101253865e-05
43,7.679041228716886,0.8945191223174334,0.8018782462497858,0.660701908462879,0.5821619255604975,9.054634122155989e-05
44,7.613270011129258,0.892978098243475,0.8067062388099705,0.6674087879497724,0.5869995090021325,9.008439059511098e-05
45,7.572748329066023,0.8882547002285719,0.8075882239140031,0.6672062384006524,0.5872611899583409,8.961267311259666e-05
46,7.518019627921189,0.8867961782962084,0.8114331033672699,0.6702903696551198,0.5908120535046886,8.913130516324732e-05
47,7.478814770903768,0.8800890613347292,0.8120779355226989,0.6731215125201528,0.5928459446710489,8.864040551740156e-05
48,7.422307497338403,0.879074951633811,0.8143646776615231,0.676804522771936,0.5948526681474701,8.814009529720153e-05
49,7.396276636968685,0.8801954202353954,0.8146507807601158,0.6770527284939172,0.5951689001350005,8.763049794670775e-05
50,7.3341985956023015,0.8795574121177197,0.8171638029075129,0.6792541233071888,0.5974503215937158,8.711173920144117e-05
51,7.294736397417286,0.875472966581583,0.8183014728225468,0.6775999030313332,0.5965990963211149,8.658394705735987e-05
52,7.265181312078162,0.8765159640461206,0.8202815506469823,0.6789396136815876,0.5984095951298111,8.604725173927785e-05
53,7.226901676081404,0.8783841300755739,0.8210010368535875,0.6798121453377762,0.5993285511050032,8.55017856687341e-05
54,7.169223543963855,0.8780159987509251,0.8212494977821483,0.6808418631792673,0.5996443114137083,8.494768343131955e-05
