epoch,train_loss,val_loss,mAP_0.5,mAP_0.75,mAP_0.5_0.95,learning_rate,router_loss,expert_0_usage,expert_1_usage
32,9.076485199264333,1.0389108918607235,0.6266591490962491,0.49911977814207464,0.43770519719652035,9.561446219345453e-05,1.0001722317707689,0.5001135382173624,0.4998864617826377
33,8.87614240525644,1.0165213458240032,0.6498078145885312,0.5200462737883862,0.4572811183758722,9.528893909706796e-05,1.000144799298878,0.49916971517116887,0.5008302848288312
34,8.69949620886694,0.9904232006520033,0.6736072011042029,0.541995183454408,0.47630434022396095,9.495236500015046e-05,1.000096235094191,0.500140530963855,0.499859469036145
35,8.579443086551715,0.9818039666861296,0.683425194869791,0.5522611469604009,0.4845619471273127,9.46048229473242e-05,1.0000566296939608,0.5002136585350312,0.49978634146496875
36,8.477505563180658,0.9688052516430616,0.694537040331579,0.5632352020932452,0.4941293945298674,9.424639868939033e-05,1.0000822513918333,0.49994273237839243,0.5000572676216076
37,8.367189576354209,0.9608286544680595,0.7093026484948582,0.5745678300211954,0.5043402916427008,9.387718066217124e-05,1.0000883446464055,0.49931237258022254,0.5006876274197775
38,8.268246421331092,0.9498662166297436,0.7180719273636722,0.5838297117268556,0.512297061336634,9.349725996469047e-05,1.0001280820822414,0.5003576943859167,0.49964230561408335
39,8.189869355551805,0.9433726482093334,0.720943091609984,0.584611456096831,0.5139647846506257,9.310673033669521e-05,1.0000587007667445,0.5003509099236446,0.49964909007635544
40,8.105762035031862,0.9344864301383495,0.7316632312635521,0.5955080973707868,0.5238088755154396,9.270568813552756e-05,1.0000755507734758,0.4994658376050326,0.5005341623949674
41,8.032956147495705,0.9295823089778423,0.7361439386945772,0.5989086190668085,0.5270632476579884,9.229423231234974e-05,1.0001581779009179,0.4991195210194346,0.5008804789805654
42,7.960818749439867,0.9272432010620832,0.7443591136177753,0.6096217877419428,0.5351369016070063,9.187246438772938e-05,1.0001658201217651,0.5010716509603533,0.49892834903964667
43,7.901557771465447,0.92000687494874,0.7479713106428049,0.6091987784832023,0.5361757221645763,9.14404884265908e-05,1.00008378979526,0.5001231669389445,0.4998768330610555
44,7.832613938971411,0.9138580597937107,0.7527624459399408,0.6161646104676117,0.5408374916289701,9.099841101253866e-05,1.0000500369675551,0.49979194967384755,0.5002080503261525
45,7.789122991924044,0.9092916510999203,0.7551005780452407,0.6212086227675188,0.5442627305133088,9.05463412215599e-05,1.0001424815081343,0.5003945792968325,0.49960542070316755
46,7.726643731322469,0.9057765118777752,0.763043401281685,0.6247590832141089,0.5489158867195502,9.0084390595111e-05,1.000080799754662,0.49956422376810483,0.5004357762318952
47,7.672319219082216,0.9051849003881216,0.7672197101261493,0.6288597189650691,0.552749866129522,8.961267311259668e-05,1.0000872438467001,0.4999328726049904,0.5000671273950096
48,7.612122517597826,0.9014261085540056,0.7712515810031204,0.6314713750977294,0.5549154776833469,8.913130516324733e-05,1.000038202050366,0.5000315316897473,0.49996846831025266
49,7.557371936266935,0.9030626602470875,0.7735920129777321,0.6343344718381565,0.5572505089339123,8.864040551740158e-05,1.0000328904465785,0.49979555907327544,0.5002044409267246
50,7.524705687655678,0.9049774147570133,0.7774028966207744,0.634880433817678,0.5586794764168495,8.814009529720155e-05,1.0000577176673502,0.500083851080481,0.4999161489195189
51,7.506014558333385,0.8957148343324661,0.7837082068749451,0.642798593966206,0.5651208496923997,8.763049794670777e-05,1.0000644733634176,0.5001589346393759,0.4998410653606241
52,7.436952065817917,0.898123612627387,0.787313527369877,0.6465625377185981,0.5678314669432316,8.711173920144119e-05,1.0000680949114547,0.4998204801103997,0.5001795198896003
53,7.401118544083607,0.8947617765516043,0.7906945390410249,0.6473368856356797,0.5692958313244205,8.658394705735988e-05,1.000077040135106,0.5003654679106407,0.4996345320893593
54,7.36288632622248,0.8943552747368813,0.7921590644518064,0.651257528584134,0.5715057006379592,8.604725173927786e-05,1.0000615006760707,0.4998730929974515,0.5001269070025486
55,7.318962314460851,0.893909215927124,0.794174943358211,0.6506021366807919,0.5728417681634244,8.550178566873411e-05,1.0000701546669006,0.500120451511995,0.49987954848800503
56,7.261771165871922,0.892227141186595,0.7972349359570873,0.6535141998220632,0.5744936943223127,8.494768343131956e-05,1.0000610638268386,0.5001084477814911,0.49989155221850884
57,7.224242717404909,0.8930472992360592,0.7974283100857408,0.6545126851710332,0.575334284126924,8.43850817434701e-05,1.000055337254005,0.5000935634728202,0.4999064365271798
58,7.200507145893725,0.8922270555049181,0.8005668725927199,0.6586194326041455,0.5785467775818576,8.38141194187338e-05,1.0000825931754294,0.49966009164344694,0.5003399083565531
59,7.1398313075681274,0.8907771147787571,0.8033713099351236,0.6604563360605926,0.5797781190210431,8.323493733352077e-05,1.0000470884238617,0.5001318851204896,0.4998681148795104
60,7.098068659818625,0.8920018151402473,0.8043742913369376,0.659678169751074,0.5799712993344636,8.26476783923441e-05,1.00006448015382,0.5006046527639897,0.4993953472360103
61,7.0399450833284405,0.8921075072139502,0.8042439606206795,0.6551537641027457,0.5789036013135817,8.205248749256015e-05,1.0000370046760463,0.49985081158497774,0.5001491884150223
62,7.04033838948117,0.891408322378993,0.80564697020023,0.6593453801443782,0.5811414031356485,8.144951148861742e-05,1.000112071067472,0.4999537721893491,0.5000462278106509
63,7.000011323373529,0.8927426468580961,0.8071085365381214,0.6605982682186539,0.5819620057695583,8.083889915582235e-05,1.0000987754592412,0.499285002391963,0.500714997608037
64,6.928815117365198,0.8961341585963964,0.8064472186246359,0.6605393900483941,0.5814940718763874,8.022080115363127e-05,1.000026441073116,0.5003449683755685,0.49965503162443153
65,6.896064480648765,0.8938822112977505,0.8078234799605882,0.660291383980552,0.5823662773652629,7.959536998847744e-05,1.0000482986244974,0.4999260849444673,0.5000739150555327
66,6.860315932503229,0.8967738784849644,0.8073666998258373,0.660683270692465,0.5818424045031337,7.89627599761423e-05,1.0000514803053457,0.4999123234057272,0.5000876765942728
67,6.805155874807624,0.9005384333431721,0.8068747943319234,0.6577830754208553,0.5812270133974529,7.832312720368048e-05,1.0000466832631751,0.5005058117429797,0.49949418825702024
68,6.790441718282579,0.8983130473643541,0.8086305481437038,0.6601217338873422,0.5823377497237248,7.767662949090753e-05,1.0000462569767916,0.4998439784458817,0.5001560215541183
69,6.71490348743487,0.905303381383419,0.8065219523463428,0.6560287911665719,0.5801497065643824,7.702342635146033e-05,1.0000287241573576,0.5000674894253255,0.49993251057467447
70,6.691956145853936,0.9072178285568953,0.8048933822270599,0.6532864505663898,0.5782093892319541,7.636367895343946e-05,1.0000283114517792,0.49965059273520235,0.5003494072647976
71,6.699442380591284,0.9006842151284218,0.8094432577747204,0.6591826447057767,0.5815896958982004,7.569755007964338e-05,1.000043126601207,0.49999160585575503,0.500008394144245
72,6.6032156340683565,0.9065384846180677,0.8082096817571851,0.6566244121577828,0.580836147888423,7.502520408740418e-05,1.0000249019152,0.500010768126346,0.49998923187365396
73,6.594378181650669,0.9061149023473263,0.8086197328610858,0.6552449263784403,0.5804346319450565,7.43468068680349e-05,1.0000356594218482,0.5004046419178669,0.4995953580821331
74,6.554018026665796,0.9088846165686846,0.8081680926177169,0.655346168780535,0.5798676231082389,7.366252580589839e-05,1.0000490734848795,0.5003469708424364,0.4996530291575636
75,6.512224698368507,0.9121975209563971,0.8065426476907135,0.6559330861214848,0.579463761609287,7.297252973710757e-05,1.0000316221502763,0.49982364447363553,0.5001763555263644
76,6.525533712362941,0.9123398512601852,0.8065801301085939,0.6559389123240129,0.5793673349790412,7.22769889078678e-05,1.0000622272491455,0.500118396547373,0.499881603452627
77,6.440193810040438,0.9162116218358278,0.8058793725662583,0.6532577786976023,0.577339221229094,7.15760749324711e-05,1.0000336471992204,0.4999341776730667,0.5000658223269333
78,6.426382674446589,0.9158118572086096,0.8065788043900208,0.6536367261945464,0.5775089455793642,7.086996075095289e-05,1.0000550980809368,0.5005726141874149,0.49942738581258506
79,6.346593724021429,0.9201816618442535,0.8058444756109839,0.6508843582816194,0.5764334362553826,7.015882058642164e-05,1.0000901373126838,0.4998530174027395,0.5001469825972605
80,6.376583123508888,0.9193985816091299,0.8059800234297411,0.6511980323817824,0.5763643755819035,6.944282990207195e-05,1.0000704836241807,0.5000775451600628,0.4999224548399372
81,6.3275912200348285,0.9225489888340235,0.8054164497080614,0.6520119402663535,0.5763464484552465,6.872216535789157e-05,1.0000562275512308,0.5002708403698723,0.49972915963012765
82,6.297061896022362,0.9244062062352896,0.804825454053205,0.6500759168803814,0.5757722847902741,6.799700476707323e-05,1.0000676399544826,0.49980766148421224,0.5001923385157878
83,6.278006451039374,0.9261958617717028,0.8066818583534171,0.6504815520179863,0.5759233648231955,6.726752705214194e-05,1.0000457854210576,0.49972828609753206,0.5002717139024679
84,6.194986663287199,0.9294098503887653,0.8043344609166927,0.6461273235063064,0.5732156720229433,6.65339122008084e-05,1.0000318062456348,0.5003449942726962,0.49965500572730376
85,6.199670731266843,0.9295636918395758,0.8039415178984428,0.6450483156367398,0.5731906965259378,6.57963412215599e-05,1.0000826165645937,0.49987902671090223,0.5001209732890978
86,6.163646885111362,0.9312992542982101,0.8049888882097379,0.6440784240233232,0.5731884786716107,6.505499609899905e-05,1.000060904629623,0.4999115275233471,0.5000884724766529
87,6.116751224179811,0.9348394051194191,0.8053505610314519,0.6450477963975686,0.5731301013208356,6.431005974894186e-05,1.000032520746883,0.5003277703476959,0.49967222965230407
88,6.119082813021503,0.9363626129925251,0.804182513577377,0.6425684369835447,0.5721838257800183,6.356171597328596e-05,1.000062407572058,0.500046314484935,0.49995368551506497
89,6.066155813917329,0.9387114830315113,0.8029652292498209,0.6414308661887911,0.5713256936117858,6.281014941466031e-05,1.0000351652314392,0.500134731399482,0.499865268600518
90,6.008740431145776,0.9418751075863838,0.802273527398224,0.6399184446965617,0.5697877925800441,6.205554551086733e-05,1.0000497721418549,0.5006906033161755,0.49930939668382446
91,5.990251915364325,0.9440596047788858,0.801864699920902,0.6394980731630041,0.5694937021939334,6.129809044912887e-05,1.0000391896766951,0.49949223455239755,0.5005077654476024
92,5.979791774025446,0.944293262436986,0.80205959234637,0.6381116606055592,0.5688514884855626,6.053797112014738e-05,1.0000433265408384,0.5003574070101403,0.49964259298985975
93,5.949293480643743,0.9476919434964657,0.8003985197444617,0.6371980984059707,0.5683445900781946,5.9775375071993384e-05,1.0000245178802103,0.50031493129352,0.49968506870648005
94,5.924216874038117,0.9490876607596874,0.7996801777679543,0.6347729594808081,0.5662897531023469,5.901049046383077e-05,1.0000428610210177,0.4995950233266564,0.5004049766733436
95,5.916542282587366,0.9502691738307476,0.7995054107972215,0.634758376926633,0.5669099356932864,5.824350601949143e-05,1.0000377071054676,0.5005551019754747,0.49944489802452535
96,5.865948966786831,0.9530881997197866,0.7976447337746764,0.6328712591501953,0.5648074637464259,5.747461098091035e-05,1.000041511994374,0.500169373990539,0.499830626009461
97,5.868250080301792,0.9549376145005226,0.7969439028879121,0.6318916524760466,0.5637795399429429,5.670399506143307e-05,1.0000326293933242,0.5003202092220256,0.4996797907779744
98,5.787855335428745,0.9575070012360811,0.7977378073235627,0.6316316916982107,0.5636280199235387,5.5931848399006745e-05,1.0000252195551425,0.49987163565063075,0.5001283643493692
99,5.774832459944713,0.9599045850336552,0.7979578268211084,0.6316654738407662,0.5642244600584909,5.515836150926646e-05,1.0000323509868188,0.500267231537239,0.4997327684627611
100,5.749183546138715,0.9638143759220839,0.7983341868441286,0.6311509923475083,0.5631114468888502,5.438372523852833e-05,1.0000241557254066,0.4998477230707331,0.5001522769292669
