epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
105,7436.96,1.64252,0.78592,1.69554,0.87367,0.85181,0.90117,0.6977,1.95736,0.93773,1.78473,0.00473919,0.00473919,0.00473919
106,7507.05,1.64111,0.78382,1.69218,0.88029,0.8468,0.90085,0.69904,1.9489,0.93393,1.78127,0.00466163,0.00466163,0.00466163
107,7577.06,1.63387,0.78158,1.69337,0.87186,0.85459,0.90102,0.69803,1.95748,0.93338,1.78419,0.00458416,0.00458416,0.00458416
108,7647.43,1.63096,0.77863,1.6907,0.86965,0.85337,0.90101,0.69907,1.96119,0.93412,1.78385,0.00450682,0.00450682,0.00450682
109,7717.84,1.63016,0.77753,1.69237,0.86432,0.8577,0.90187,0.69983,1.96035,0.93271,1.78372,0.0044296,0.0044296,0.0044296
110,7788.31,1.62801,0.77575,1.69339,0.88088,0.84744,0.90402,0.70333,1.94921,0.93039,1.7819,0.00435254,0.00435254,0.00435254
111,7858.82,1.62431,0.7729,1.68912,0.87931,0.85066,0.90282,0.70062,1.95474,0.93348,1.78239,0.00427565,0.00427565,0.00427565
112,7929.08,1.62139,0.76969,1.69059,0.87505,0.85128,0.90152,0.69871,1.96557,0.93559,1.78598,0.00419895,0.00419895,0.00419895
113,7999.34,1.61547,0.76616,1.68757,0.87074,0.85791,0.90367,0.70032,1.96708,0.93429,1.78576,0.00412246,0.00412246,0.00412246
114,8069.66,1.61556,0.76803,1.68726,0.87198,0.85544,0.9028,0.69912,1.96451,0.93557,1.7855,0.0040462,0.0040462,0.0040462
115,8140.14,1.60962,0.76496,1.68601,0.86642,0.85693,0.90214,0.69792,1.96084,0.93711,1.78464,0.00397019,0.00397019,0.00397019
116,8210.78,1.60746,0.76204,1.68772,0.86193,0.85555,0.90117,0.69731,1.96417,0.93793,1.78587,0.00389445,0.00389445,0.00389445
117,8281.25,1.6042,0.75984,1.68487,0.86031,0.85543,0.90046,0.69909,1.9564,0.93756,1.7843,0.00381899,0.00381899,0.00381899
118,8351.75,1.60158,0.75845,1.68754,0.8604,0.85565,0.89996,0.69815,1.95789,0.93902,1.78539,0.00374383,0.00374383,0.00374383
119,8422.44,1.59933,0.75784,1.68444,0.86425,0.85561,0.89995,0.69672,1.96589,0.94307,1.7875,0.00366899,0.00366899,0.00366899
120,8492.9,1.59439,0.75205,1.68512,0.86769,0.85151,0.89958,0.6971,1.9656,0.94476,1.78655,0.0035945,0.0035945,0.0035945
121,8563.42,1.59052,0.74788,1.6838,0.86734,0.85273,0.89827,0.69554,1.97027,0.948,1.78906,0.00352037,0.00352037,0.00352037
122,8634.01,1.58571,0.74785,1.68372,0.87079,0.85208,0.89947,0.69737,1.9681,0.94891,1.78898,0.00344661,0.00344661,0.00344661
123,8704.43,1.58623,0.74709,1.68144,0.86883,0.85473,0.89937,0.69635,1.97317,0.94964,1.78962,0.00337325,0.00337325,0.00337325
124,8774.96,1.57999,0.74152,1.68118,0.87221,0.85058,0.89945,0.69499,1.98036,0.95339,1.79138,0.0033003,0.0033003,0.0033003
125,8845.71,1.57554,0.73884,1.6801,0.87311,0.85068,0.89864,0.6948,1.98168,0.95576,1.79153,0.00322778,0.00322778,0.00322778
126,8916.21,1.57222,0.73674,1.67903,0.87202,0.85189,0.89822,0.69439,1.98,0.9565,1.79132,0.00315572,0.00315572,0.00315572
127,8986.73,1.57021,0.73227,1.68008,0.87247,0.85299,0.89919,0.69534,1.97966,0.95837,1.79188,0.00308412,0.00308412,0.00308412
128,9056.8,1.56889,0.73355,1.67874,0.87492,0.84975,0.89904,0.69418,1.98676,0.95996,1.79387,0.003013,0.003013,0.003013
129,9127.22,1.57018,0.73171,1.67777,0.87239,0.85172,0.89915,0.69404,1.99099,0.95995,1.79462,0.00294239,0.00294239,0.00294239
130,9197.87,1.56082,0.7247,1.67856,0.87214,0.85164,0.89902,0.69317,1.99456,0.96186,1.79587,0.0028723,0.0028723,0.0028723
131,9268.3,1.55364,0.72352,1.67742,0.8713,0.85343,0.89921,0.69318,1.99701,0.96297,1.79651,0.00280275,0.00280275,0.00280275
132,9338.58,1.55357,0.72108,1.6757,0.87051,0.85363,0.89895,0.69382,1.99449,0.96362,1.79602,0.00273375,0.00273375,0.00273375
133,9409.07,1.55018,0.71925,1.67629,0.87353,0.85126,0.89936,0.69412,1.99605,0.96563,1.7967,0.00266532,0.00266532,0.00266532
134,9479.07,1.54375,0.71665,1.6726,0.87098,0.85189,0.89866,0.69356,1.99562,0.9658,1.79612,0.00259748,0.00259748,0.00259748
135,9547.71,1.54333,0.715,1.67185,0.86954,0.85375,0.89816,0.69316,1.99415,0.96637,1.79563,0.00253024,0.00253024,0.00253024
136,9618.01,1.54233,0.71461,1.67352,0.87137,0.85414,0.89924,0.69424,1.99402,0.96666,1.79622,0.00246363,0.00246363,0.00246363
137,9688.56,1.53249,0.70951,1.67272,0.87024,0.85411,0.89973,0.6947,1.99447,0.96891,1.79616,0.00239766,0.00239766,0.00239766
138,9759.05,1.53202,0.70712,1.67051,0.86924,0.85393,0.90013,0.69487,1.9974,0.97202,1.79676,0.00233234,0.00233234,0.00233234
139,9829.07,1.52901,0.70243,1.6701,0.86822,0.85245,0.89939,0.69374,2.0006,0.97506,1.79778,0.00226769,0.00226769,0.00226769
140,9899.4,1.52184,0.70198,1.66841,0.86728,0.85338,0.89841,0.69283,2.00271,0.97798,1.79844,0.00220372,0.00220372,0.00220372
141,9969.83,1.52298,0.70013,1.6694,0.86717,0.85212,0.89768,0.69229,2.00558,0.98043,1.7998,0.00214046,0.00214046,0.00214046
142,10040.5,1.52145,0.69822,1.66833,0.86476,0.85289,0.89684,0.69119,2.00778,0.98324,1.8006,0.00207792,0.00207792,0.00207792
143,10110.9,1.51316,0.693,1.66697,0.86552,0.85135,0.89724,0.69118,2.00747,0.98508,1.79989,0.00201611,0.00201611,0.00201611
144,10181.5,1.51352,0.69437,1.66481,0.86594,0.85094,0.89715,0.69177,2.00549,0.9862,1.79913,0.00195505,0.00195505,0.00195505
145,10251.3,1.50867,0.69145,1.66504,0.86612,0.85131,0.89683,0.69111,2.00671,0.98761,1.79986,0.00189475,0.00189475,0.00189475
146,10321.5,1.50244,0.68687,1.66557,0.86571,0.85215,0.89602,0.69025,2.00948,0.99047,1.80134,0.00183523,0.00183523,0.00183523
147,10392,1.49803,0.68293,1.66361,0.86244,0.85324,0.89583,0.68928,2.01534,0.99343,1.8031,0.00177651,0.00177651,0.00177651
148,10462.4,1.49516,0.68261,1.66315,0.86035,0.85323,0.89466,0.68769,2.01899,0.99701,1.80453,0.00171859,0.00171859,0.00171859
149,10532.9,1.49407,0.6828,1.66201,0.85951,0.85333,0.89405,0.68663,2.02266,0.99998,1.80571,0.00166149,0.00166149,0.00166149
150,10602.2,1.4859,0.67958,1.66068,0.85886,0.84998,0.89318,0.68605,2.02585,1.00316,1.80658,0.00160523,0.00160523,0.00160523
151,10672.3,1.48528,0.6742,1.66223,0.85568,0.84912,0.89228,0.68529,2.029,1.00532,1.80771,0.00154982,0.00154982,0.00154982
152,10742.4,1.48245,0.67517,1.66011,0.8545,0.8491,0.89116,0.68405,2.03236,1.00949,1.80879,0.00149527,0.00149527,0.00149527
153,10812.9,1.47605,0.67019,1.66034,0.85407,0.84791,0.89028,0.68362,2.03353,1.01317,1.80913,0.00144161,0.00144161,0.00144161
154,10883.4,1.47364,0.66748,1.65931,0.85467,0.84653,0.88978,0.6825,2.0367,1.01711,1.81006,0.00138883,0.00138883,0.00138883
155,10953.8,1.46815,0.66332,1.65875,0.85397,0.84541,0.88894,0.6813,2.04023,1.02062,1.8114,0.00133695,0.00133695,0.00133695
