epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,108.907,1.00005,1.04083,0.94462,0.83226,0.80306,0.86067,0.63915,0.9067,0.58694,0.90028,0.00332278,0.00332278,0.00332278
2,207.416,0.92471,0.60965,0.90022,0.84152,0.83024,0.88089,0.65007,0.92889,0.58625,0.90537,0.00665571,0.00665571,0.00665571
3,305.112,0.944,0.60916,0.90754,0.83766,0.83634,0.88104,0.65173,0.935,0.58925,0.90968,0.00998701,0.00998701,0.00998701
4,402.535,0.94068,0.58565,0.91108,0.86546,0.8328,0.89376,0.66896,0.90839,0.56578,0.90743,0.0099945,0.0099945,0.0099945
5,499.807,0.91103,0.56002,0.90354,0.87104,0.85106,0.90174,0.67769,0.89327,0.53504,0.90772,0.00999023,0.00999023,0.00999023
6,597.29,0.89213,0.54152,0.90044,0.87547,0.85486,0.90344,0.68003,0.89426,0.5185,0.90774,0.00998474,0.00998474,0.00998474
7,694.598,0.87881,0.52892,0.89741,0.86769,0.85521,0.90326,0.68254,0.89053,0.51585,0.90021,0.00997803,0.00997803,0.00997803
8,791.835,0.87066,0.51871,0.89624,0.87367,0.85379,0.89785,0.67988,0.87474,0.50837,0.90404,0.00997011,0.00997011,0.00997011
9,888.991,0.86173,0.51115,0.89264,0.87857,0.86034,0.90935,0.69551,0.86633,0.50393,0.89698,0.00996097,0.00996097,0.00996097
10,986.245,0.85449,0.5048,0.88823,0.87781,0.85446,0.90343,0.68697,0.87918,0.4975,0.90222,0.00995062,0.00995062,0.00995062
11,1083.32,0.84795,0.49896,0.88965,0.8764,0.85648,0.90655,0.69086,0.87232,0.49561,0.89708,0.00993906,0.00993906,0.00993906
12,1180.55,0.84472,0.49467,0.88759,0.87688,0.85892,0.91037,0.69824,0.86405,0.49384,0.89578,0.00992629,0.00992629,0.00992629
13,1277.73,0.84069,0.49184,0.8856,0.88265,0.85767,0.90978,0.69989,0.86225,0.48762,0.89454,0.00991232,0.00991232,0.00991232
14,1375.05,0.83537,0.48776,0.88555,0.88039,0.84654,0.90177,0.68866,0.86824,0.49606,0.89726,0.00989715,0.00989715,0.00989715
15,1472.13,0.82975,0.48441,0.88329,0.87582,0.8611,0.90631,0.69207,0.86953,0.48347,0.89684,0.00988079,0.00988079,0.00988079
16,1569.1,0.82847,0.48065,0.88238,0.87304,0.86695,0.91192,0.70059,0.8612,0.48058,0.89582,0.00986323,0.00986323,0.00986323
17,1666.58,0.82296,0.47801,0.88131,0.86798,0.86802,0.90992,0.70143,0.85951,0.48097,0.89356,0.00984449,0.00984449,0.00984449
18,1763.36,0.82093,0.4733,0.8809,0.86497,0.85633,0.89575,0.68908,0.86532,0.48367,0.89724,0.00982456,0.00982456,0.00982456
19,1859.91,0.82005,0.47086,0.87897,0.88151,0.84989,0.90517,0.69601,0.85969,0.48338,0.89721,0.00980345,0.00980345,0.00980345
20,1956.66,0.81653,0.46975,0.8801,0.88441,0.85415,0.90643,0.69549,0.86641,0.48184,0.89413,0.00978118,0.00978118,0.00978118
21,2053.42,0.81454,0.46682,0.87533,0.87809,0.8688,0.90949,0.70062,0.85705,0.47273,0.89041,0.00975773,0.00975773,0.00975773
22,2150.12,0.81238,0.46549,0.8769,0.88558,0.86043,0.90993,0.69407,0.86989,0.47913,0.89813,0.00973312,0.00973312,0.00973312
23,2246.67,0.80989,0.46102,0.87709,0.87715,0.86403,0.91008,0.70271,0.8559,0.47496,0.89413,0.00970736,0.00970736,0.00970736
24,2343.54,0.80758,0.46132,0.87721,0.8786,0.86035,0.90743,0.69916,0.85469,0.47164,0.89462,0.00968045,0.00968045,0.00968045
25,2440.25,0.8071,0.4601,0.8763,0.87585,0.84859,0.90431,0.69179,0.86532,0.48721,0.89671,0.00965239,0.00965239,0.00965239
26,2536.85,0.80346,0.45662,0.87459,0.88613,0.8615,0.91329,0.7061,0.8528,0.47011,0.89489,0.0096232,0.0096232,0.0096232
27,2633.4,0.80134,0.45522,0.87606,0.88558,0.86356,0.91134,0.70068,0.86388,0.47469,0.89783,0.00959289,0.00959289,0.00959289
28,2730.15,0.80121,0.45423,0.8765,0.88324,0.86897,0.91275,0.70417,0.85127,0.46865,0.8902,0.00956145,0.00956145,0.00956145
29,2826.88,0.79735,0.45285,0.87304,0.88074,0.86319,0.91069,0.70133,0.85776,0.47317,0.88963,0.00952889,0.00952889,0.00952889
30,2923.74,0.79509,0.45059,0.87102,0.87764,0.87317,0.91451,0.70771,0.8506,0.46274,0.88623,0.00949524,0.00949524,0.00949524
31,3020.64,0.79526,0.44931,0.87148,0.86902,0.86234,0.90676,0.70019,0.85734,0.46943,0.89345,0.00946048,0.00946048,0.00946048
32,3117.8,0.79388,0.44806,0.87178,0.88145,0.86291,0.91152,0.70384,0.85163,0.46363,0.89073,0.00942464,0.00942464,0.00942464
33,3214.42,0.79232,0.44616,0.87086,0.88581,0.86231,0.91413,0.70573,0.8538,0.46503,0.88798,0.00938772,0.00938772,0.00938772
34,3310.77,0.79074,0.44349,0.87,0.88326,0.86556,0.91366,0.70808,0.84988,0.46367,0.89011,0.00934973,0.00934973,0.00934973
35,3407.2,0.78832,0.44153,0.86981,0.88989,0.86386,0.9184,0.7122,0.84379,0.46029,0.88733,0.00931067,0.00931067,0.00931067
36,3503.7,0.78789,0.44245,0.86944,0.87907,0.85775,0.90842,0.7021,0.85749,0.46945,0.89179,0.00927057,0.00927057,0.00927057
37,3600.28,0.78703,0.44224,0.86946,0.87054,0.87266,0.91096,0.70585,0.84961,0.46331,0.88942,0.00922942,0.00922942,0.00922942
38,3696.95,0.78592,0.43977,0.86829,0.8806,0.87121,0.91484,0.71158,0.8468,0.45968,0.8906,0.00918725,0.00918725,0.00918725
39,3793.71,0.78515,0.43902,0.86879,0.88655,0.86993,0.91559,0.71125,0.84795,0.46087,0.88778,0.00914405,0.00914405,0.00914405
40,3890.14,0.78268,0.4365,0.8673,0.88132,0.86299,0.91115,0.70309,0.85984,0.46251,0.89447,0.00909984,0.00909984,0.00909984
41,3987.02,0.78228,0.4354,0.86806,0.88551,0.8698,0.91309,0.70978,0.84024,0.4538,0.88774,0.00905463,0.00905463,0.00905463
42,4084.16,0.78107,0.43457,0.86665,0.8736,0.86197,0.90176,0.7005,0.85014,0.45868,0.88823,0.00900844,0.00900844,0.00900844
43,4181.06,0.78072,0.43376,0.86471,0.85563,0.88304,0.9119,0.7096,0.84428,0.45633,0.88749,0.00896127,0.00896127,0.00896127
44,4277.94,0.7794,0.43281,0.86812,0.87452,0.8668,0.91203,0.70744,0.84915,0.46134,0.89056,0.00891313,0.00891313,0.00891313
45,4374.88,0.77992,0.43176,0.86709,0.87816,0.87709,0.91652,0.71672,0.84164,0.45386,0.88661,0.00886404,0.00886404,0.00886404
46,4471.86,0.77644,0.4312,0.86655,0.88371,0.86728,0.91429,0.71025,0.84531,0.45525,0.88871,0.00881401,0.00881401,0.00881401
47,4568.74,0.7754,0.42874,0.86662,0.87274,0.87142,0.91464,0.71128,0.85087,0.45914,0.89198,0.00876305,0.00876305,0.00876305
48,4665.64,0.77267,0.42633,0.86654,0.866,0.8616,0.9056,0.70224,0.85632,0.46682,0.89152,0.00871117,0.00871117,0.00871117
