epoch,train_loss,val_loss,mAP_0.5,mAP_0.75,mAP_0.5_0.95,learning_rate
1,31.495009048075616,2.7002235651016235,0.0,0.0,0.0,3.3400000000000005e-05
2,19.85747388042981,2.0407254584133625,0.0,0.0,0.0,6.670000000000001e-05
3,16.499055150188976,1.882183138281107,0.0,0.0,0.0,0.0001
4,15.346607244467434,1.704772688448429,0.0,0.0,0.0,9.99938933078422e-05
5,14.208299238470536,1.6712190806865692,0.0,0.0,0.0,9.997557473810371e-05
6,13.695638053024872,1.5470672585070133,0.0,0.0,0.0,9.994504881061753e-05
7,13.123856230627132,1.5298000276088715,0.0,0.0,0.0,9.990232305719945e-05
8,13.144813694531404,1.523722667247057,0.0,0.0,0.0,9.984740801978984e-05
9,12.817579281481006,1.4501875676214695,0.0,0.0,0.0,9.978031724785246e-05
10,12.742126235479041,1.489364605396986,0.0,0.0,0.0,9.97010672950314e-05
11,13.796919327747974,1.4477561935782433,0.0,0.0,0.0,9.960967771506666e-05
12,13.29802586760702,1.4908040799200535,0.0,0.0,0.0,9.950617105696959e-05
13,13.268364544156231,1.4866938181221485,0.0,0.0,0.0,9.939057285945931e-05
14,13.078403219392028,1.362666241824627,0.0,0.0,0.0,9.92629116446613e-05
15,13.337109396729288,1.6695015467703342,0.0,0.0,0.0,9.912321891107009e-05
16,12.540813590906843,1.6941120736300945,0.0,0.0,0.0,9.89715291257774e-05
17,12.418431414833552,1.8067792281508446,0.0,0.0,0.0,9.880787971596799e-05
18,12.333117750626576,1.7454235181212425,0.0,0.0,0.0,9.863231105968498e-05
19,12.545496518098854,1.7759684920310974,0.0,0.0,0.0,9.844486647586723e-05
20,12.982422683812395,1.524295512586832,0.0,0.0,0.0,9.824559221366101e-05
21,11.999367544922647,1.4521962851285934,0.0,0.0,0.0,9.803453744100869e-05
22,11.405852595462076,1.2981175668537617,0.0,0.0,0.0,9.781175423251735e-05
23,10.446000871779043,1.1940465420484543,0.0,0.0,0.0,9.757729755661011e-05
24,9.694171567506428,1.0995628666132689,0.0,0.0,0.0,9.73312252619635e-05
25,9.341668370403822,1.0688514579087496,0.0,0.0,0.0,9.707359806323416e-05
26,9.13981070699571,1.0433686897158623,0.0,0.0,0.0,9.680447952607844e-05
27,8.96585882162746,1.018146464601159,0.0,0.0,0.0,9.652393605146843e-05
28,8.778151765654359,1.0006587486714125,0.0,0.0,0.0,9.623203685930868e-05
29,8.58377618427518,0.9786387551575899,0.0,0.0,0.0,9.592885397135704e-05
30,8.4470208083527,0.9586545303463936,0.0,0.0,0.0,9.561446219345451e-05
31,8.350597321232662,0.9479070696979761,0.6740455581540777,0.5457460376767225,0.4789240860845127,9.528893909706794e-05
32,8.291110008577757,0.9436325337737799,0.689435325952346,0.5611507747406915,0.4928504664583054,9.495236500015045e-05
33,8.21898868415929,0.9342112708836794,0.70041919565493,0.5692172156154596,0.5003047061792768,9.460482294732418e-05
34,8.184617102900638,0.9303765818476677,0.7140867818574433,0.5808340871991258,0.5114646462474423,9.424639868939032e-05
35,8.118349751339682,0.9204291626811028,0.7194975135743128,0.5876173507131691,0.5150785840673837,9.387718066217123e-05
36,8.135663467117503,0.9297365639358759,0.7187082860926839,0.5870102234396888,0.5153411747635805,9.349725996469046e-05
37,8.01995191694815,0.9118808880448341,0.7401956844697662,0.6042206994884378,0.5316982314603143,9.31067303366952e-05
38,7.895318375358099,0.9108006730675697,0.7426419776263988,0.6062114767487647,0.5337061726280675,9.270568813552755e-05
39,7.825217524661293,0.9042318388819695,0.7508463957311131,0.6160387138593619,0.5408421074574153,9.229423231234973e-05
