epoch,train_loss,val_loss,mAP_0.5,mAP_0.75,mAP_0.5_0.95,learning_rate,router_loss,expert_0_usage,expert_1_usage,expert_2_usage
1,22.285896180551262,2.7104283571243286,0.0,0.0,0.0,3.3400000000000005e-05,2.0586394539362267,0.411093907041536,0.2933662457753662,0.29553984718309784
2,15.836826167529143,2.1850850954651833,0.0,0.0,0.0,6.670000000000001e-05,2.093879950197437,0.38517253697601755,0.327052742143596,0.28777472088038647
3,12.327608349957044,1.8522976227104664,0.0,0.0,0.0,0.0001,2.059629733049417,0.3373925726449038,0.32570919890152833,0.33689822845356787
4,10.390417618087575,1.5636008083820343,0.0,0.0,0.0,9.99938933078422e-05,2.029176950454712,0.32377039383730827,0.33678091040150776,0.339448695761184
5,9.386783044549484,1.4285669662058353,0.0,0.0,0.0,9.997557473810371e-05,2.0196387194379977,0.31653207576874515,0.3470352239352134,0.33643270029604144
6,8.778066598916356,1.296429418027401,0.0,0.0,0.0,9.994504881061753e-05,2.016605751423896,0.3117792934245071,0.3531233911607568,0.3350973154147361
7,8.354217348219473,1.1965229287743568,0.0,0.0,0.0,9.990232305719945e-05,2.01170666006547,0.3100285791618902,0.35515313866598736,0.33481828217212245
8,8.046711034412626,1.153066162019968,0.0,0.0,0.0,9.984740801978984e-05,2.0087500373019447,0.3069462695516828,0.35702924991282015,0.3360244805354971
9,7.841437689865692,1.1265871860086918,0.0,0.0,0.0,9.978031724785246e-05,2.0077351014825364,0.3051420674812537,0.3609640240046158,0.3338939085141305
10,7.684572793260405,1.0984186045825481,0.0,0.0,0.0,9.97010672950314e-05,2.0058200057548814,0.30360062651589326,0.3635136086419516,0.3328857648421551
11,7.538324525084676,1.0880511943250895,0.0,0.0,0.0,9.960967771506666e-05,2.002769022048274,0.3070752001242995,0.3629957346546539,0.32992906522104665
12,7.426492509962637,1.067736716940999,0.0,0.0,0.0,9.950617105696959e-05,2.001900069321258,0.309090630952761,0.3636441273185838,0.3272652417286552
13,7.3226755057709125,1.054299034178257,0.0,0.0,0.0,9.939057285945931e-05,2.000855915154083,0.31094724992642314,0.35909067003260753,0.3299620800409693
14,7.2339745654335506,1.038809271529317,0.0,0.0,0.0,9.92629116446613e-05,2.0012873954410795,0.315385275098026,0.3553666103464601,0.3292481145555139
15,7.1420290379584594,1.0269994493573904,0.0,0.0,0.0,9.912321891107009e-05,2.0006716191014156,0.3180716529462738,0.34955302528290344,0.33237532177082274
