epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,81.797,1.14081,1.47122,0.99377,0.77011,0.74561,0.79821,0.56047,0.98734,0.69102,0.91464,0.00331224,0.00331224,0.00331224
2,134.968,0.9787,0.67702,0.90307,0.84216,0.80415,0.86015,0.62911,0.95157,0.63536,0.8964,0.00664516,0.00664516,0.00664516
3,187.767,0.98759,0.66958,0.90354,0.82274,0.79796,0.84804,0.60211,1.03321,0.67865,0.91784,0.00997647,0.00997647,0.00997647
4,240.668,0.97981,0.63604,0.90522,0.85367,0.80677,0.87204,0.628,0.98233,0.62274,0.91201,0.0099945,0.0099945,0.0099945
5,293.42,0.94471,0.59654,0.89763,0.83221,0.7947,0.84797,0.61973,0.9469,0.6042,0.90507,0.00999023,0.00999023,0.00999023
6,345.345,0.92485,0.57396,0.89183,0.8596,0.81664,0.87858,0.65629,0.90934,0.56942,0.89653,0.00998474,0.00998474,0.00998474
7,397.882,0.90778,0.56256,0.88879,0.86625,0.83003,0.887,0.6683,0.89863,0.54745,0.89403,0.00997803,0.00997803,0.00997803
8,450.277,0.89721,0.54974,0.88607,0.82862,0.80377,0.86144,0.63162,0.92836,0.57556,0.90216,0.00997011,0.00997011,0.00997011
9,502.54,0.88773,0.54127,0.88386,0.84229,0.81312,0.87326,0.64739,0.92006,0.55832,0.8986,0.00996097,0.00996097,0.00996097
10,554.629,0.88309,0.53446,0.88147,0.85103,0.79159,0.86345,0.63335,0.94497,0.57036,0.9052,0.00995062,0.00995062,0.00995062
11,606.821,0.87129,0.52991,0.87946,0.85904,0.81835,0.87871,0.6584,0.91234,0.55017,0.89593,0.00993906,0.00993906,0.00993906
12,658.974,0.87049,0.52398,0.87859,0.86842,0.80595,0.87638,0.65777,0.90357,0.54429,0.89136,0.00992629,0.00992629,0.00992629
13,710.952,0.86473,0.51886,0.8767,0.88048,0.82087,0.8922,0.67421,0.89086,0.53085,0.88784,0.00991232,0.00991232,0.00991232
14,763.369,0.85984,0.51526,0.87589,0.85752,0.82758,0.88866,0.66844,0.90228,0.53765,0.89229,0.00989715,0.00989715,0.00989715
15,815.907,0.85518,0.51077,0.87636,0.85311,0.82234,0.88229,0.66682,0.88979,0.53656,0.88795,0.00988079,0.00988079,0.00988079
16,868.351,0.8515,0.50793,0.87389,0.86719,0.82056,0.88245,0.66216,0.8974,0.52668,0.89002,0.00986323,0.00986323,0.00986323
17,920.845,0.84915,0.50371,0.87314,0.85939,0.81923,0.88172,0.66424,0.89563,0.52965,0.88743,0.00984449,0.00984449,0.00984449
18,973.19,0.84866,0.50063,0.87342,0.86681,0.78422,0.8616,0.64115,0.91925,0.54773,0.89627,0.00982456,0.00982456,0.00982456
19,1025.77,0.84531,0.49979,0.87158,0.83867,0.80421,0.86745,0.65033,0.9119,0.55279,0.8948,0.00980345,0.00980345,0.00980345
20,1078.23,0.84077,0.49783,0.87192,0.85124,0.82,0.87202,0.65279,0.92297,0.53673,0.89525,0.00978118,0.00978118,0.00978118
21,1130.61,0.83828,0.49568,0.86936,0.86003,0.82744,0.88666,0.66952,0.89712,0.52294,0.88864,0.00975773,0.00975773,0.00975773
22,1183.06,0.8394,0.49282,0.87155,0.85807,0.81793,0.88002,0.66081,0.89702,0.52496,0.8902,0.00973312,0.00973312,0.00973312
