epoch,train_loss,val_loss,mAP_0.5,mAP_0.75,mAP_0.5_0.95,learning_rate,router_loss,expert_0_usage,expert_1_usage,expert_2_usage
29,10.463128886645354,1.1540941912680864,0.0,0.0,0.0,9.592885397135704e-05,2.0074704960931706,0.3217326572928348,0.3457533011287576,0.3325140415784076
30,10.629013013236131,1.2131953723728657,0.0,0.0,0.0,9.561446219345451e-05,2.0070544073853314,0.32216362420237954,0.34517493438864244,0.332661441408978
31,10.893089741091185,1.217090167105198,0.5566413546986201,0.43425013004273944,0.3848080241909182,9.528893909706794e-05,2.004034996032715,0.33776551563303653,0.3329531695753986,0.32928131479156486
32,10.824779100055936,1.2119479961693287,0.553716655672118,0.4367954072622821,0.3853177524647788,9.495236500015045e-05,2.004944659486602,0.340532662833715,0.3323801668775324,0.32708717028875256
33,10.490260293212119,1.1729471255093813,0.5707837167809667,0.45028363105460045,0.3981662584566272,9.460482294732418e-05,2.0119392419163185,0.3358276065500582,0.33980768770827685,0.3243647057416649
34,10.21514760995213,1.1601177249103785,0.5869124762555609,0.46394960779833405,0.4093046896083344,9.424639868939032e-05,2.017307118524479,0.33837418796188407,0.3440025897431805,0.31762322229493545
35,10.035597270048118,1.153757642954588,0.5561465583234603,0.4449472226228026,0.38971152511499546,9.387718066217123e-05,2.015964296799672,0.32694619401334996,0.35098596508374963,0.3220678409029004
36,9.525650905657418,1.0896345768123865,0.6036646368109896,0.48490887817998224,0.4233526511440941,9.349725996469046e-05,2.0168877674054495,0.33327782203603595,0.34793021022583953,0.3187919677381245
37,9.152898160717156,1.0302623566240072,0.6439827189304598,0.5223160014091441,0.45658869615585246,9.31067303366952e-05,2.017800180217888,0.33437065020879,0.35148722861302656,0.31414212117818346
38,8.853437689286244,0.9997594878077507,0.6752074827853486,0.5485153447039941,0.48012178689614377,9.270568813552755e-05,2.0155916636503197,0.33464436853659946,0.3511283468458926,0.31422728461750793
39,8.693121318575702,0.9754460360854864,0.7049564349510271,0.571448048662623,0.5018712627235753,9.229423231234973e-05,2.013578988328765,0.33503903472268726,0.3493326668771265,0.31562829840018625
40,8.57723452169684,0.9662888925522566,0.722505532282545,0.5902348764363877,0.5170110827995139,9.187246438772937e-05,2.0108686911908884,0.334610101268249,0.3480998227006996,0.31729007603105136
41,8.458598957786077,0.9532934818416834,0.7334709335088238,0.5972721854556009,0.5243720560973689,9.144048842659079e-05,2.0088530190383334,0.33240057827692915,0.34770463976008437,0.31989478196298643
42,8.340614548212365,0.9487231206148863,0.740540415818215,0.6048338928707384,0.5304021133247887,9.099841101253865e-05,2.0069845945020264,0.3365996979189262,0.3441917975578324,0.3192085045232414
43,8.237857715992988,0.9372545797377825,0.7523631040408962,0.6154678366861909,0.5394652175651087,9.054634122155989e-05,2.0059173107147217,0.3353727000434738,0.3431124773041121,0.3215148226524141
44,8.171229416811013,0.9319386407732964,0.760036291386993,0.618652703251691,0.5444248810028793,9.008439059511098e-05,2.0055954788304584,0.33432753624577477,0.3427645829739107,0.3229078807803145
45,8.095221259925939,0.9243867471814156,0.7673249022321018,0.62700632908094,0.5506255600505141,8.961267311259666e-05,2.003894304927391,0.33297386442496757,0.34322189094367267,0.3238042446313598
46,8.02945754497866,0.9218648131936789,0.7713224047942144,0.6324803953962236,0.5554464712309163,8.913130516324732e-05,2.0028666257858276,0.3346166414364676,0.3421532026981472,0.3232301558653852
47,7.967869233481491,0.9129339735955,0.7735291964308532,0.633611757721092,0.5565905356151186,8.864040551740156e-05,2.004135536242135,0.33394803529569567,0.341684936734733,0.32436702796957134
48,7.9032765581638,0.9118819050490856,0.7755290524204453,0.6333426271845891,0.5569731732987926,8.814009529720153e-05,2.0031968536256235,0.33227070561701555,0.3423939042778511,0.32533539010513335
49,7.856239125698427,0.9110462125390768,0.7749142145723313,0.634235783186549,0.5580656753299712,8.763049794670775e-05,2.0055332636531396,0.3303797637810379,0.34470986931071634,0.32491036690824576
50,7.8104326393030865,0.9041439238935709,0.7809346915490957,0.639855363209517,0.5631938198820106,8.711173920144117e-05,2.0031278057943416,0.3321641880546894,0.340632145998241,0.3272036659470696
51,7.745661343200298,0.9036256484687328,0.7847740813706102,0.6441144764955649,0.5655561289776564,8.658394705735987e-05,2.002226022225392,0.3325842505910921,0.34012696498178796,0.32728878442711995
52,7.72786644440663,0.9024790190160275,0.7882359568624484,0.6469429346837462,0.568682872645218,8.604725173927785e-05,2.0029618242118934,0.3323213513383632,0.33848525077290276,0.32919339788873403
53,7.651715453666977,0.8974387217313051,0.7918453611640449,0.6494761827771764,0.5704728336491959,8.55017856687341e-05,2.0025837240339834,0.32929314243980257,0.3403835635416633,0.3303232940185341
54,7.593006194392337,0.8961032964289188,0.7953860434060309,0.6519175463397651,0.5731289487742413,8.494768343131955e-05,2.002635181704654,0.3306094920421316,0.34010809132335634,0.3292824166345121
55,7.5321599622316,0.8938445672392845,0.7964314843089518,0.6559871038119162,0.5754812587400499,8.438508174347009e-05,2.000475162192236,0.3339217058574219,0.3373842242206197,0.3286940699219584
56,7.511528347111955,0.8972774501889944,0.7962937463679322,0.6552842867915775,0.5749818967106417,8.381411941873378e-05,2.000750538669055,0.33126656418532113,0.33895724965157403,0.3297761861631048
57,7.451277195652829,0.8914716336876154,0.7971041338282936,0.6528565129852765,0.5751294774129573,8.323493733352076e-05,1.9987130934679056,0.3314365199294286,0.3368567639996433,0.3317067160709281
58,7.432577392722987,0.8905200529843569,0.8009769390627777,0.6577753001313892,0.5784822552835105,8.264767839234409e-05,1.9996123645879045,0.3316313786201687,0.3367947104980511,0.3315739108817802
59,7.3619529989701284,0.8920435626059771,0.8048820746507287,0.6601543713596452,0.5807035842402348,8.205248749256013e-05,2.002051418340659,0.33000028040827445,0.3405822878110529,0.3294174317806727
60,7.308049666730663,0.8888139203190804,0.802973299866442,0.6603663856211411,0.5800359392033806,8.144951148861741e-05,2.0003478934493244,0.3309843052095257,0.3368528173507636,0.3321628774397106
61,7.285940103893038,0.887403404340148,0.8069195240068228,0.6634170747647747,0.5826878984416953,8.083889915582234e-05,2.0000874452953097,0.33110535610311664,0.3387978360601194,0.33009680783676393
62,7.228473548647724,0.8893235586583614,0.8051864157465912,0.6624168130447377,0.581402114912665,8.022080115363126e-05,1.9999010185652142,0.3299326637369823,0.3382662575045115,0.3318010787585062
63,7.188215750682203,0.8886168375611305,0.807517081446399,0.6638505507407342,0.5832914515182933,7.959536998847742e-05,1.999091866650159,0.33096792878507425,0.3370165579986294,0.33201551321629635
64,7.189268522624728,0.8881267141550779,0.8079958448367489,0.6647818988041326,0.5838021659667189,7.896275997614229e-05,2.0030066680304612,0.33176326299418213,0.33832795709247776,0.3299087799133401
65,7.105291173427919,0.8910906966775656,0.8093737961647187,0.663408009690201,0.583691917041833,7.832312720368047e-05,2.0002334721480746,0.3298069145811869,0.3381506392047734,0.3320424462140397
66,7.074568096595474,0.8900312259793282,0.8072084924839598,0.6607709265108835,0.5821069844838825,7.767662949090751e-05,1.9979561265510848,0.32789965480395167,0.3389701624564906,0.33313018273955775
67,7.037973216817349,0.8917425889521837,0.809061849822101,0.6606958956160798,0.5828800057143132,7.702342635146032e-05,2.002260282069822,0.33162662265084863,0.33702268517779305,0.3313506921713583
68,6.971549426453023,0.8933207225054502,0.81069697918734,0.6631903506513622,0.58463779496466,7.636367895343945e-05,2.000443048115018,0.32955653118862865,0.3373117079700364,0.33313176084133495
69,6.928146464915216,0.8958252053707838,0.8104468181470545,0.6620855221888368,0.5836850824400909,7.569755007964337e-05,1.9993710336805899,0.33245175740868366,0.33629323401663647,0.3312550085746799
70,6.909004929699475,0.8969237115234137,0.8081740624421148,0.6595954904994615,0.5816065551279747,7.502520408740417e-05,2.000425869905496,0.33108672927908345,0.33633159140603025,0.3325816793148863
71,6.857430645182163,0.8962239660322666,0.8115600198372933,0.6614841692189362,0.5834680909866385,7.434680686803489e-05,1.9995920054520233,0.32978732091188356,0.33794158604514807,0.3322710930429684
72,6.822271485871907,0.8991586044430733,0.811151855750204,0.66101879568914,0.5836042285789432,7.366252580589837e-05,1.9971960466119307,0.3299824068347364,0.335883047110587,0.33413454605467663
73,6.795167512531522,0.9005080014467239,0.8105063583096738,0.6588309056078431,0.582746395154822,7.297252973710755e-05,1.9989436231081998,0.33109248649598877,0.3350157413622271,0.3338917721417841
74,6.7906097762192354,0.8999097850173712,0.8114708031442007,0.6600023401698182,0.5837942791166023,7.227698890786778e-05,1.9985402218903168,0.3325811487241199,0.3331375359656394,0.33428131531024063
75,6.721176563938962,0.9032172281295061,0.8102460084197627,0.6588734885972275,0.5823426388039046,7.157607493247108e-05,1.9967206097856354,0.33137606880063586,0.33324256406394215,0.335381367135422
76,6.663804235337656,0.9055174775421619,0.8112984418435851,0.6573510903947802,0.5822365779776922,7.086996075095288e-05,1.9974258700503578,0.3288584712559561,0.3337900905032325,0.3373514382408115
77,6.624176272863074,0.9066589511930943,0.8112990941724326,0.6559835181325694,0.5818413834926616,7.015882058642162e-05,1.996964792662029,0.3315343161070908,0.3323963340961976,0.3360693497967116
78,6.615914942343024,0.9070240873843431,0.8115691396230765,0.6570686585747733,0.5814674711722169,6.944282990207194e-05,1.9949814548975304,0.3296633411780484,0.3314009602058998,0.3389356986160518
79,6.527311270750022,0.9109850358217955,0.808775834096456,0.653389718344728,0.5792852252677257,6.872216535789156e-05,1.9971685077570662,0.32854866475109273,0.33403030867831796,0.3374210265705893
80,6.532940303223042,0.9134305454790592,0.8083162378918477,0.6528876414284799,0.5791620255374837,6.799700476707322e-05,1.9976509552967698,0.33008182883241943,0.33418522316004656,0.335732948007534
81,6.490685293946085,0.9131182599812746,0.8095737556552745,0.6539693204591397,0.5795277806444499,6.726752705214193e-05,1.9978358579587332,0.331850138789956,0.33223863886821503,0.33591122234182896
82,6.480403296555145,0.9141009170562029,0.8095989622207869,0.65422396525722,0.5794049055787712,6.653391220080839e-05,1.9973369610460499,0.32930795144589164,0.3336064808012929,0.33708556775281545
83,6.441126907928081,0.9164590612053871,0.8083272964202236,0.6529531907709908,0.5787891468052722,6.579634122155988e-05,1.9976084941550145,0.32913881968731534,0.33432534454398827,0.3365358357686964
84,6.364319783222826,0.920747809112072,0.8077977145907491,0.6517108628967649,0.5776831699227616,6.505499609899904e-05,1.998014682455908,0.33116777498920985,0.3335934627619611,0.3352387622488291
85,6.341039965424357,0.921772226691246,0.8074251619786027,0.6496224663590681,0.5767443081303663,6.431005974894185e-05,1.9955878091763846,0.32677692772988004,0.3339374862344909,0.33928558603562914
86,6.285251532928853,0.9263534601777792,0.806305818949841,0.6475550676700744,0.5759238227521436,6.356171597328594e-05,1.995750043965593,0.3284323893099322,0.3340772836059035,0.3374903270841643
87,6.3376175663139245,0.9232284445315599,0.807640131080026,0.6495320724488752,0.5766077339396942,6.28101494146603e-05,1.993461709988268,0.3258199453037192,0.3338996604232656,0.3402803942730152
88,6.265689246262176,0.9262232184410095,0.8076544326925096,0.6485702614243838,0.5761175596171865,6.205554551086731e-05,1.9979105961473682,0.33019878569210426,0.33315391904827457,0.3366472952596211
89,6.196353212187562,0.9315282199531794,0.8067108081735705,0.6464916112853056,0.5744102986851932,6.129809044912885e-05,1.9982669459113591,0.33088185946623117,0.3331026670863867,0.33601547344738214
90,6.18762475629396,0.9321657381951809,0.8055571148935071,0.6452446826072497,0.5740784690691778,6.0537971120147364e-05,1.994971068599556,0.32849406541220355,0.3325037844673961,0.33900215012040036
91,6.148315417615673,0.9366419799625874,0.8052451071312254,0.6440232258761047,0.572161632284842,5.977537507199337e-05,1.995652277258378,0.328754579121771,0.3329859562906387,0.3382594645875903
92,6.133974437472187,0.9356307853013277,0.8031898245393618,0.6426111665065996,0.5712889631034431,5.9010490463830756e-05,1.9947581366647649,0.32849750922774096,0.3320666790022236,0.33943581177003546
93,6.1079732556886315,0.9387653209269047,0.8034593576417388,0.6414544780758461,0.5713255974719661,5.8243506019491416e-05,1.9956516993196705,0.3270368201946363,0.33333825888036195,0.33962492092500174
94,6.060304345963877,0.9430876597762108,0.8028774279915716,0.6411182325722502,0.5707261481757143,5.7474610980910334e-05,1.9967151472840128,0.33156794976417825,0.3312262852929459,0.33720576494287585
95,6.055536004561413,0.9418894033879042,0.8034314253996904,0.6398434119830452,0.5702850363423939,5.6703995061433054e-05,1.9975261642963071,0.33289364417887923,0.33120112566817567,0.3359052301529451
96,6.027020870884763,0.945745088160038,0.8019634982999657,0.6389207105215555,0.5689741199749909,5.593184839900673e-05,1.9958292064787466,0.331518785406463,0.3319186066957378,0.3365626078977992
97,5.9984340184851535,0.9470050353556871,0.8023977227021347,0.6383487665751286,0.5686103240021131,5.515836150926645e-05,1.9977222273621378,0.3295703093772484,0.3329248940762651,0.3375047965464865
98,5.963315179076376,0.9507230594754219,0.8002843045046054,0.6367900762856321,0.5672935733182694,5.4383725238528314e-05,1.9964909100834327,0.3304660855931229,0.3325211715566682,0.3370127428502088
99,5.935846437381793,0.9534445684403181,0.799113379981165,0.6352016025374964,0.5658436570129279,5.3608130716701005e-05,1.9970715317545058,0.3283465147153269,0.3333181895882392,0.3383352956964339
100,5.932728073264979,0.9523343592882156,0.8010464943331957,0.6371098183374078,0.5673253274607993,5.28317693101273e-05,1.9973228098470954,0.32951850530342214,0.33301873199997445,0.33746276269660336
101,5.87848720067664,0.9565518982708454,0.7997165429489611,0.6326667634233281,0.5652507895947775,5.205483257436734e-05,1.9986229863347886,0.33260085255478194,0.33200124984787244,0.3353978975973456
102,5.877476499050478,0.9582521747797728,0.7983290475748115,0.6321309970508971,0.5640204087957001,5.1277512206935114e-05,1.9965383825422842,0.32940389573623446,0.3321231298642722,0.3384729743994933
103,5.830988304524482,0.9611938279122114,0.7985922360058642,0.6313339743795937,0.5634581498339698,5.049999999999999e-05,1.9967121036746833,0.3298434629393728,0.33262915127674964,0.33752738578387753
