epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.58444,0.66375,1.70889,1.12168,0.91417,0.83903,0.97587,0.75819,1.14113,0.56654,1.17467,0,0,0
