epoch,train_loss,val_loss,mAP_0.5,mAP_0.75,mAP_0.5_0.95,learning_rate
1,23.731554514245143,3.2299375236034393,0.0,0.0,0.0,3.3400000000000005e-05
2,17.50178886365287,2.3507585898041725,0.0,0.0,0.0,6.670000000000001e-05
3,14.411633394941498,2.119712993502617,0.0,0.0,0.0,0.0001
4,13.16672552084621,2.074054043740034,0.0,0.0,0.0,9.99938933078422e-05
5,12.309392941148975,1.9164281785488129,0.0,0.0,0.0,9.997557473810371e-05
6,12.088761631446548,1.8590941280126572,0.0,0.0,0.0,9.994504881061753e-05
7,11.753921412214448,1.7710100151598454,0.0,0.0,0.0,9.990232305719945e-05
8,11.296047802212872,1.8784193582832813,0.0,0.0,0.0,9.984740801978984e-05
9,11.390825537186634,1.7389802150428295,0.0,0.0,0.0,9.978031724785246e-05
10,11.025322829620748,1.6238432079553604,0.0,0.0,0.0,9.97010672950314e-05
11,10.701121245758443,1.639173898845911,0.0,0.0,0.0,9.960967771506666e-05
12,10.666072688525237,1.6886002160608768,0.0,0.0,0.0,9.950617105696959e-05
13,10.694322332551208,1.5500531308352947,0.0,0.0,0.0,9.939057285945931e-05
14,10.155323801161368,1.498168706893921,0.0,0.0,0.0,9.92629116446613e-05
15,10.049636225157146,1.5257553718984127,0.0,0.0,0.0,9.912321891107009e-05
16,9.918990533563155,1.46413941308856,0.0,0.0,0.0,9.89715291257774e-05
17,9.942148944999598,1.5032414942979813,0.0,0.0,0.0,9.880787971596799e-05
18,10.290512435043915,1.601354219019413,0.0,0.0,0.0,9.863231105968498e-05
19,10.199608971800986,1.5215617716312408,0.0,0.0,0.0,9.844486647586723e-05
20,9.989196415188946,1.6329590640962124,0.0,0.0,0.0,9.824559221366101e-05
21,10.617755491522294,1.7664328254759312,0.0,0.0,0.0,9.803453744100869e-05
22,10.326128826865666,1.5817093551158905,0.0,0.0,0.0,9.781175423251735e-05
23,10.076696383802197,1.499375469982624,0.0,0.0,0.0,9.757729755661011e-05
24,9.73445897162715,1.4469753168523312,0.0,0.0,0.0,9.73312252619635e-05
25,9.278085491325282,1.3831189833581448,0.0,0.0,0.0,9.707359806323416e-05
26,8.972204123871236,1.3190543912351131,0.0,0.0,0.0,9.680447952607844e-05
27,8.616267771660526,1.2685895897448063,0.0,0.0,0.0,9.652393605146843e-05
28,8.406680819354479,1.2409752011299133,0.0,0.0,0.0,9.623203685930868e-05
29,8.272075997123235,1.2207146808505058,0.0,0.0,0.0,9.592885397135704e-05
30,8.077406134786486,1.1817561406642199,0.0,0.0,0.0,9.561446219345451e-05
31,7.932381092747556,1.1552256904542446,0.5663781944283236,0.4409179098556271,0.3881280197617812,9.528893909706794e-05
32,7.7580284589453585,1.1336367726325989,0.5772029185325698,0.44934857467185607,0.39564483233254166,9.495236500015045e-05
33,7.642035273056996,1.1183849480003119,0.5867828778203804,0.45651198546502,0.4025070941130361,9.460482294732418e-05
34,7.5037590220004695,1.0831538327038288,0.612586042758103,0.4798754271893754,0.4228389805299636,9.424639868939032e-05
35,7.352456539492064,1.0655624587088823,0.622029276666837,0.48795297195508003,0.43117754263402325,9.387718066217123e-05
36,7.251701451555083,1.0460390113294125,0.6291046935855632,0.4958577790597001,0.4376976702306197,9.349725996469046e-05
37,7.189917733397665,1.0447008479386568,0.6410849321158673,0.5096866834030227,0.4492914404971628,9.31067303366952e-05
38,7.12275471264803,1.0319989547133446,0.6582308025302277,0.5268460267888545,0.46314129503201695,9.270568813552755e-05
39,7.0537398495251615,1.0322724506258965,0.6673175077263047,0.536455736201398,0.47087288824230644,9.229423231234973e-05
40,7.010007822060887,1.0234943591058254,0.6851884573610842,0.5504195128107213,0.48382692992856025,9.187246438772937e-05
41,6.9683734797224215,1.0092598963528872,0.6926227662726683,0.5569803547018842,0.48992453409674924,9.144048842659079e-05
42,6.923776451545425,1.0096108317375183,0.6997338141720876,0.5641396212719617,0.4965735886688257,9.099841101253865e-05
43,6.877442957479743,1.0049532167613506,0.7060434682556899,0.5696190907572573,0.5009659471139898,9.054634122155989e-05
44,6.848516518556619,0.9994179327040911,0.7090326578315731,0.5717057285876415,0.5033990850392085,9.008439059511098e-05
45,6.822391063352175,0.9931834973394871,0.7160206906629939,0.5767259314970098,0.5082652135721167,8.961267311259666e-05
46,6.743807786627661,0.9881144035607576,0.7230710589749191,0.5838638121393954,0.5135143730478924,8.913130516324732e-05
47,6.749032992350904,0.9803594388067722,0.7277997250371573,0.5880510713144573,0.5174182309148967,8.864040551740156e-05
48,6.700250360030163,0.9799912553280592,0.7322234056302153,0.5906960773784911,0.520572545198378,8.814009529720153e-05
49,6.64950480642198,0.9737150464206934,0.7367405928708746,0.5949742428052764,0.5241300389219634,8.763049794670775e-05
50,6.600452217874648,0.9692004323005676,0.7382139242326642,0.5977165743145627,0.5263408791328654,8.711173920144117e-05
51,6.577794787249988,0.9660890214145184,0.743761190933486,0.6021442622368206,0.530478593894237,8.658394705735987e-05
52,6.549845773962479,0.9599850997328758,0.7482758919836211,0.6049657108163187,0.5335938551583272,8.604725173927785e-05
53,6.536167669899856,0.9553475063294172,0.7514773286214605,0.6090611227800953,0.5362162468911034,8.55017856687341e-05
54,6.496395376664173,0.9535746704787016,0.7537404706217822,0.6110120500198816,0.5382696273121333,8.494768343131955e-05
55,6.483355654945856,0.9513846300542355,0.7576508617946667,0.6153932061057245,0.5426716601862273,8.438508174347009e-05
56,6.454585069342505,0.9471047669649124,0.7611135087333895,0.6171388004204124,0.5436938444248011,8.381411941873378e-05
57,6.423922532721411,0.944111505523324,0.7641082787203883,0.6204219385574083,0.5470201694468972,8.323493733352076e-05
58,6.367905176138576,0.9402058497071266,0.7686323622987519,0.6247396453079116,0.5512079716449998,8.264767839234409e-05
59,6.362626099888282,0.9344934895634651,0.772182359047106,0.6278558069732235,0.5543733824267422,8.205248749256013e-05
60,6.319021520735342,0.9332254994660616,0.7723169844252763,0.6294019102263038,0.5552118619441762,8.144951148861741e-05
61,6.283120402806921,0.9268153067678213,0.7764864771706688,0.6328855775005476,0.5583717895915593,8.083889915582234e-05
62,6.271667395965962,0.9249643441289663,0.7801226360405112,0.6373169472389861,0.5616463672098547,8.022080115363126e-05
63,6.244855935060525,0.922372231259942,0.7843920706471994,0.639940066495602,0.5649275080410752,7.959536998847742e-05
64,6.2132665960094595,0.9207722321152687,0.7860203315392983,0.6434238672069242,0.5675969260541821,7.896275997614229e-05
65,6.199900922895987,0.9197625201195478,0.7889806877302317,0.6452921521377353,0.5694877688053172,7.832312720368047e-05
66,6.1769346768343,0.9152113106101751,0.791579189778991,0.6468907365690398,0.5715241819487892,7.767662949090751e-05
67,6.1581308630448355,0.9163344819098711,0.7917502202718826,0.6479347380794303,0.5717948407551245,7.702342635146032e-05
68,6.131691685205774,0.9127075001597404,0.7952762951361431,0.6519584861124994,0.5751175108689267,7.636367895343945e-05
69,6.142534400843367,0.9110991638153791,0.7964053322332187,0.6522889248527395,0.5762264852985551,7.569755007964337e-05
70,6.102259883397742,0.9101222585886717,0.7989048132178186,0.6542818366421255,0.5779521251747133,7.502520408740417e-05
71,6.100269190872772,0.9077850375324488,0.8002429931076053,0.6562138958024456,0.5793755056345795,7.434680686803489e-05
72,6.064928006522263,0.9073696099221706,0.8012037038442192,0.6575369604670273,0.5800498279247407,7.366252580589837e-05
73,6.033351306673847,0.905266385525465,0.8038793877972802,0.6609841926280275,0.5826040009663123,7.297252973710755e-05
74,6.027404863623124,0.9041714202612638,0.804590850333009,0.6607462375753771,0.5831987855308616,7.227698890786778e-05
75,6.013841115975682,0.9016960225999355,0.8062151228134143,0.6614079898980125,0.5845949251210767,7.157607493247108e-05
76,5.9670055968851985,0.9006545338779688,0.8084044744211515,0.6639627768421932,0.5859198975305545,7.086996075095288e-05
77,5.9507324846484995,0.900141529738903,0.8077170832874307,0.6636614179036318,0.5854869858806573,7.015882058642162e-05
78,5.971902454955669,0.8982582874596119,0.8086715107207153,0.6656678992252367,0.5866501838807813,6.944282990207194e-05
79,5.924816318705112,0.8977046199142933,0.8091593607794917,0.6670429786025145,0.5874787684170489,6.872216535789156e-05
80,5.914321519151518,0.8969157598912716,0.810662231817848,0.6676124563141504,0.5883840104039075,6.799700476707322e-05
81,5.894888075092171,0.8960252441465855,0.8111524502464281,0.6676514689348373,0.5885775306723136,6.726752705214193e-05
82,5.866754809512368,0.8962193708866835,0.8115856605321197,0.6682244071500709,0.5889081410168456,6.653391220080839e-05
83,5.8492242354380934,0.8939588256180286,0.8124080938955079,0.6681126991207494,0.5896197318430163,6.579634122155988e-05
84,5.846593663662294,0.8947379384189844,0.8118342256311704,0.6685810241121805,0.5896373277773888,6.505499609899904e-05
85,5.819409358350536,0.8934405874460936,0.8133446956508414,0.6692380044587042,0.5904015173055269,6.431005974894185e-05
86,5.798378165764145,0.8922519236803055,0.8126493576789557,0.6696844234319681,0.5904544824696487,6.356171597328594e-05
87,5.762236208855351,0.892822615802288,0.8133239303661951,0.6692125643734579,0.5899418515990298,6.28101494146603e-05
88,5.777081018761743,0.8923407699912786,0.8127183011733374,0.6686842805519432,0.5900668011765298,6.205554551086731e-05
89,5.734043139445631,0.8920953553169966,0.8129648401949664,0.6690241596488578,0.5896090460835265,6.129809044912885e-05
90,5.721735423124289,0.8925788514316082,0.8126786762204842,0.6701713522536106,0.5898591543749911,6.0537971120147364e-05
91,5.7227714876585365,0.8917761519551277,0.8128869298675255,0.6704403102190382,0.590338593191819,5.977537507199337e-05
92,5.70402031306979,0.8922922108322382,0.8127650883863382,0.6689565115525957,0.5897425294485559,5.9010490463830756e-05
93,5.6749173659312575,0.8927896041423082,0.8132489555894147,0.6687746069961171,0.5902336505559522,5.8243506019491416e-05
94,5.682985179031951,0.8933843802660704,0.8127796343886751,0.6679453372039571,0.5894176320752723,5.7474610980910334e-05
95,5.656978329525718,0.8933737240731716,0.812358144154792,0.6679757433982161,0.5891040320136651,5.6703995061433054e-05
96,5.636902972112728,0.8940804023295641,0.811839914455193,0.6664661105712352,0.5881390981308866,5.593184839900673e-05
97,5.627606222901163,0.8951109889894724,0.8119847272104839,0.6665137617695486,0.5879468470453962,5.515836150926645e-05
98,5.611160912091219,0.8963268138468266,0.8115349602083008,0.6663074188144836,0.5876149859325444,5.4383725238528314e-05
99,5.628781813609449,0.894680755212903,0.8131205622850227,0.6677429801955252,0.5888941640610744,5.3608130716701005e-05
100,5.586933154094068,0.8945326339453459,0.8132613123941137,0.6681132459349498,0.5891794774552935,5.28317693101273e-05
101,5.573741677441174,0.8956146035343409,0.8123386176847164,0.6668796862251377,0.5882604429640478,5.205483257436734e-05
102,5.578958306131484,0.8956322986632586,0.8134504286535085,0.6676524941896872,0.5890690232825971,5.1277512206935114e-05
